k_number,sha256,bytes
K083607,3c48a29d3d7b61b7752f86d57816bad84ab88c3176f907c5b11e6e8a64f388a9,7244
K083609,ee1a18d8e042566e02391a826de4e5d5be38af25b899b2a7702220f793018ffc,8526
K083612,541023e919eab7e328c0ab5c504e75aafffd3d1d8144339f74e8fcf4f0406330,7390
K083619,79ed4126e124d8e67730f73bb136efb610eac3fd6a77094e11a307b4070150a9,6808
K083626,83090d67eb4a3bd698cb746db088e4d16e424e715ee3d1e7edd538f4b878764f,7602
K083635,f580bd6cec9ddfa82527f519caf51cc551507d8e66e603909e7309e0e46734d8,9205
K083636,44eb81f00ddf8394db9114256c706882ca48f96912e5287628014fc19ec9ab70,7660
K083637,e984371e427d3cf93d8c48e44638bb9a2b88c4b988baa5fd302de5b0d1805a51,8462
K083648,46767c835240b4d2ec382259445dc36ea95dd67c73c7b98a3120bd3f36567f91,5854
K083654,b6206099f5d165bdfc12531fd4a8ccd231e0cb541425d5232867c329af64b9e5,6576
K083661,7a737c3d7f3ab848cefcefb5cd4fe8c61f24246ba93dcbb12cadd49b04256f53,7785
K083663,7bc0e33be85bba8ad4f1898b2d0eb8d0ec2a821b8a64a9daa86b1a5dc58d2aff,6156
K083694,c85c3bd255620e95c6731bf5c47ade2cb9a5aab9bb2b51d21b1851eaf118220c,6052
K083714,8c8ab8096192f92157e04b2266ae458fd501d1eef9b1cd9fcacd0523252d2f6f,6741
K083726,639c97aa376bbc33885ca924339260ef37751272b138d056e84c33ed50b94a58,8845
K083743,e84aada3f3f6e6d04e41b7b8019b5d380a6ee28e0ca28cf55853ca4c9821066a,7889
K083762,23d82b8f90c78c2768f50b3f06ae39e5b8766b19ff0f184c9f01078c3178d67a,7866
K083772,0a1a330b45640a89408cc2537af244d266d2982f492e17d156848f641cb20af5,7424
K083779,fca9c5132120b14b126f612cb69b4d2e8f2b34af4c68677a3b4aa36cf90f8ff6,7773
K083789,7334216aff3817231d6fb493fe16da396265e4bb69ec4908da66e47d31214a42,6847
K083792,ef7f9c0556f2cfc283fd3e63d900149daeac87d3fb6bdd9920772f49e1423c94,10546
K083798,ec3b881a7cf8a4fb6f8e5152f64288b09656a755d6fc3544c25d4db2d1d12663,8250
K083810,9ddc58bc80c87026208cacdd1f5775998e5217f1aca04c8c222d378c0918235b,8515
K083815,9e9f578f21a4be743269334b816bcdad095ff4e518cddd0f00ee98e442e0b65e,12946
K083825,2508c072970e952275639e6b4b4a2750d0a1779a8c8da201e3d1eb9410fbc807,8390
K083826,71e9443d29b0695105669f6cd503dceb8f9933f7b18a4cdfb413f5960a9e0f6e,7227
K083827,e88f2719b9f17a12740d4f98487c228c7226b10d7e99f99038e834304bf4ad19,7492
K083843,df1b821a14f73b9d6a1eac5276cf12c207071190bec87fccf6e06040726a3380,6276
K083857,685109da73b34dd8c08ea16eb9bd2f11e09983b1a4792916a08de25626957f0c,6983
K083863,0c391a57816bc5f949c5efc326e59934673bb12066a7714772f78b4ee97dc917,9167
K083865,4d0cab9705c6538a21e77a066d6487bb3507265d90f055ce65cc35a18308fd53,8359
K083894,0f082711449f07f7c8edb39274bdcfa0292233fb8949d0cf6f5078911af2b386,7756
K083912,db039d6bd0b6fddd800bc9b9d34a3931f3dd187d6a78d480b4da6f5c4e40d732,7990
K090024,c3605c94439f1599e89bcb23f5bca3386cd6d8238948c9b1cd1593a00cdff4e5,7882
K090033,7a5e26b7ca459cccb2f4f5b986dc7f6e4b381278e4b30378fbbf123bf9475b7d,7275
K090047,51b1e3e801e8b3852778f85c2d0ab4e2927c85b295a6c885491bfc08d442d67d,5746
K090048,b2e60c37301bd64c603ab79f726728e1cf0841aa2667b6e9365a3c1a5d91336d,7243
K090053,0c9d5d99e478999af220ad6ccea27ec50fe74d21d92a8244d0fad938b612e024,6336
K090060,0a07369b05a6cfc8bdf3ba3745f19e4b72c5a82e27d434d3b0f4c7496106c162,7873
K090063,adfbde02f79afe5007f0a2ed094bfd8a895c9931ba4acaa42a5e64849afd7866,5788
K090064,82a10d0543a27022bcdcb4a278014cd77f27b8b9b87121e1574b8fc86b406df4,10031
K090075,0e045a35ad5101314df171c726f014da06927411bd340bf28c812a870908c6ad,8164
K090076,d6352f6fd8c942658266ffab74bf7e95cfc185d335cf3f6fa92f6a9fc423601a,7420
K090091,39b1a8959cca9eb4d17afc1c8fedfa9ba2569bf570eec4157ba3d3b3e63a2356,7377
K090099,be169dfa8944669a600259bb7a30f698fb1731002f54ce8d7bb683177715d2e9,9509
K090103,aba3b5ae24d3882ea48e13d8e37dae6d89c8c0e3e8e6638e3313c16ec3392b75,7693
K090107,252f17b5a849050bcf082cc035e29dbd7a36f2c04dcfc9867b28adc3d5c28231,8559
K090124,ee8e3a712a519e8e9f43cf7e6166d1a07de9bee3e3865963f29abf2d7f2ef1c7,7495
K090127,e60005a46c048e49e91d191fac22f5521650e3149627df9907ba6d492c102c85,6792
K090139,55fb3a678bb223428cadd228935b49c96d2071c3efd77050de9c46b2462f4f95,7412
K090166,6a4b06939e2f74bad9a129300739ca76c0317a25cfe9b77194f6f39daa2e9765,7923
K090175,36b841a1acc656ca778af5f85d6e6eea43eafbfcb7cfcaa624e7fea4231677ec,7871
K090176,6557a97491975f79f2e2baaf58c4c0beeb6ac4d06a75df6ee8ebbf8909612d81,6952
K090177,dc183663c593838d69889a1e66aa7282aa0c2eda655e8e5fd104fbd539e461ea,9397
K090186,3bd2f90b2103e7b0f12dc052fa614612ff000e5bfeacaa8d51c395f49257cfc3,6410
K090203,59a19e2c4e888d4cdec3a7e0fdfd3cad77812b00954f965808bed8fed468d216,11053
K090211,9aab2670ac917e20018a4b8a4bb41862aa227186cf94eaf9bc106782f02c83ae,6502
K090222,5997b30b085c43eeb3b6d181cd929797eb722d99481e56c6a14aaf583b1f4771,6624
K090224,6cc6ca9b7dde3647ec14f34dbdd59326789a19fac27337c09124bf94af4771fc,8350
K090228,aac2ee3532c01c7450dc06d6edb2aedc8600493f72212c80be0eac0891216d90,7717
K090230,9e71bc874c8c2cf724bf109a9db30a6ccbf2f947e554f867a5f744a16d2a4ae1,7084
K090241,6aeff925dc06c0b8c727fd9ca280c3de018e6830db035a3e112182cf788f4fd0,5507
K090242,8aadd19fde8027f55904e915378834ebe16c88df72fc40a430c52b3200310126,12123
K090252,cd33a0bec7a7a0742adbd369239da611888ccb0ccb2490e7ca1234dcfb4535a7,8779
K090289,0b63698253bdb9fc53b508c2d4a97792d9b5dc0e8c3f6e7577c104c74d7afa13,5548
K090299,37cb3add35e266eb8968e829455a2bfa2878a5b49618bf82c8d6446927e184a2,10720
K090304,1d22dafe4bcb57e253244b770aff51db9ec32aed5795848f8f43c8fb66125d8b,7519
K090310,17c12ff1f13b15c5c3023d2857ae7589232d386b777bc8789242303bc79f23d3,7429
K090315,75016cd7ca1d411273658705d3127e47422cb26c123c33352110de6b007deb73,6681
K090316,44a98a0ddaf05927d81dc686c62bc1a86bebe91e1df4142126e0fc095abe9cce,7650
K090320,4b59ffb41a86f541ec664f6dab46606fc6e2f82d985fb73f07353ea52ad5c190,7815
K090343,659ef9eb60517e01f9cb0c8366eebb7f1165678ef10cc1cb6df53f60960616d4,7943
K090353,a35f9185a50c116f250645f37f79528c4eb3cca74232d3139aa9d511f8a4368a,7801
K090354,12b75e81f3ac408fde33617e5ff0bc8d569549e72a4fe51118c3ea79d13d9f7b,6503
K090374,018a83ec838ec6e02cdcebba902ea7ebf8dde58497d2991c77601c5748a6158b,5915
K090376,c343e11711f536a85dd65a5217db2dee0b679df2ab0f89390c36c2f0074dd7ca,7520
K090387,e6d36da8b95dce3ddf3527612a117d2ad80a7e80fa364db2770e515778fd6750,6535
K090390,7874ae3dc954b2f8f4cd1596e9e92986453099a631f1cf9cc5d876a289d1e0b6,9652
K090401,e40e95770cddf38f3bc31b48329ed732dc25abe35fd8d885773b4d37e2b85016,6908
K090408,fd77f933f3dd73bb04b9b9f5fd73926a69ce87ad239f910a7a443a281b5a14ef,7511
K090411,357d15bc206dc7c3c297b60c0b319b61824d83c0269783bfcab4fc7264a57f55,10580
K090415,81ead676f6c7a27cb0bace2797f5286cec016c318215466eff2815927f621665,6298
K090424,275097c0d9896d7c96fc90ae8b5a0effbda68451a63f4ec630be574906dac13f,7866
K090425,8adec63a8c32b0b1e3db03ff79e605a09ddb9945a6396fd9de3728098b2315da,7901
K090435,a6cfef1b876d779d50ca78f0a901494839d32a20cec7ab5073de1a92487dd445,6963
K090440,c4a07e930b1084188bd48f00414b0e363faf1a90935d29d3e7760d64b7df6ae1,7408
K090460,8f9ceb5c34e51ecd188ec004f4398942e8920a735493c366e3e1a09c44d47da4,7418
K090473,18cfa3c7bad79a3c8d1278f7b572804a5fa6fbd9072083559783bd51c3482118,7053
K090477,4c6dcef7b6dc0afdafca23e8166482cfe07331e760f8b933180ef5174953cd25,7158
K090478,12c075adef9028c18a82de0966eb17767781f9d1f2168b51e8fc7c054f259349,6330
K090492,433e7dde277b601df139df02c5bf6e11e3c3a421d3b25fc55ba7946af3e08e4a,6203
K090507,5ba9912866ca65c25255f19c442441c0ddcab2f7e87fbe8eae99730762967fb2,8383
K090522,cc0623b3ea209c02e22c529ee02518c60a95d99e9d29c037864da891455d89b2,6558
K090523,a6912467b7a3fa7656ad50afa6b0abc0ab7aae47d4c3aef51fce1211aef3561e,10793
K090530,b428bdd05ff5a1d9f5a578e71f53759ac275b049814c1b586e4ecdf681cee717,8835
K090549,f1536ae973b8109c9e09ba97a6f2a96749d81c6463f9d7f5abcedbb208a2bb28,9914
K090565,d6c96a5faddf355ce43a4d3d907c7028ce187aa55aa0113d8a34282a6523de32,7796
K090566,184f2a9f3a3b23b8d42e24345fe29fecf21982a4a7db429d4aeb8febecf53e8a,8236
K090582,bd18782f69f9957f3113f12bd6a5b13fed5c915401bded28472c5e8b2f6f0b36,6725
K090596,6e7c424f81b73cc37b7470f51fb4fbed97e6c98547cb194e23486565a0c4f334,9038
K090605,b3f3a93bc25de3446dd9f4bc4d76cf038608c4c9ab837a7f8eca830f8579d1f4,10456
K090615,dda97e5825aaaf85886d5c3c8d19668e32d115644e602a1708f3cd6cc7258fd0,7727
K090641,6f68e3d8086ebb7085cd3d7a9d8fffccc8001362cd4a4da6b41075b161b9513d,8558
K090648,4ea8f839a36e16ed9d6210be8e641bb2d340ea359f6287b9f54e04b8fe543487,8594
K090656,4ac92f61b9003c3507b51aa8ee999975e251d87357322402ad1c7a5022d3905a,6791
K090657,1357c6195d86edd7794a602354b74061368436c52e4a48f2b9c275812db6fc4e,9949
K090658,8c007d047268ef4dc2607f51f0cffe8e170119e754316bc65a973a9cce4f7325,6728
K090666,fdbf1d10ef61514eb066e2741d06ed490df3742e9801e9f5390d12c7e867b171,8187
K090669,b3ccc1f0cd7682fceede1d71fdca6b575bc6dff4a3ca009e486ce57f26e1b354,9434
K090675,d87542926fefd5af72ade58c2ad57c3ddf2c0e4db2ed3250242a390591c4d7da,8771
K090686,34a0800f85939ee1e44725e806e86833fe66fcfe18683f613fe909790c715725,6697
K090692,f15dec1dad02e61a8959e6f5ddfd1406a109f16c8732991fb1fba642da5781c4,6708
K090705,5458febbd3dd365f18909697644e3fc6d02701d34bb7f22422d1296a83e20925,9064
K090707,e694f0fddeff3e9876d16168fd1aa21dba3f35b0fae6c405b64b813fb0d0ac6d,7302
K090714,7a305b1669f50a7e30318335ab5ae24f84395dbe1e23dd89f08476f1c6d1d072,10523
K090731,dc031421f1c30b8d4226b7b86c7ad1971b160f9e9aaa67ab035178e09adba1e2,9069
K090740,ccc49d61486d500642ce1686b1f6bb528de3ccd77ea50340c703dbcb1b09ee63,11367
K090751,87047716241215c712efbc347839266da3b9bf6941824f7e5dff4ec3f3e4243b,9228
K090763,4aa8322b240f62d3871248940e82f34504e486966aaf3146433c5833ffc5d1a3,8760
K090764,685f853e00b4be04a90e28ada7a53217324889e8474750d1d1e376355571b2d7,9135
K090779,8995038364573179a18788f0e961f4d523ee875c6e51623cecd271688fdcfcd7,11861
K090782,65fcc1e65d818394feeacffa1d57b7789a0010d78e61ab1abd26b8db79ca0f32,7485
K090786,1859a8f3dd44a3b29bf754a29b8b084f4fffac6284177d16e16df5b098f06025,10669
K090799,2c6ab18d24b8f670b4b1b0b074b5b58521c1d6d2586079a39bde6ad45e8eb132,6872
K090816,d7071f8994fa60d2f10ffd0226f07c80a9875c516c3edc11b1010a092578dfb1,8971
K090835,00aaf5813800ee79a7b3e25274424502ef3cdb44601e2beb3df0f376980e36b3,7190
K090839,6afdfcc93357c4328d8984a96553c68395c24a3ad9d5cf3e434f72050fbc606f,5826
K090841,5b017366c8361789285b857b428ae5a2253e3a4a97877d8bc89472c56fa79358,8664
K090845,8e3926fbc46bfd219a0866c18dfd493c62a9f38dc286dc7371931450674998a5,10074
K090855,c530464ad916e79f056c6b3a5d8f09aca0d8872de126f0fb30aa4416808a6712,7531
K090857,22a868d6dca20b85fe6e4601b43802623ea72bf65c42adc116fc91b00b85a07e,6541
K090861,b93dd9296096c6c5011b058bdbf0e7fd654d0bf5fc9985c902479f6b2c17ea72,8161
K090871,798db22a64fde7c4aa014bc510feee0dbe5b516ddcb98748be75bfd81cfb748b,7360
K090877,5d82beea4d541aeaf8094adc8d765b6a8ed21a53c951301094e1f053bcff8cbf,6067
K090887,7c370d9536d7d0d6a0f7cd7f9826692acd93e4fb05ba46f7b630b879740343d3,5
K090897,2c5848022d75fba2d6c332bc01dbda582e1ef0ea4a8258eaf59a67519d7a7a14,7619
K090899,b29cbb1f995d522337c32f3d6fc4504ab07e9d63732478c795d4cfc02ea6cb60,7485
K090923,dff338a45d77b68b28923bd2712b5d943464eeb5aa2a26c999cc22b673f243f0,5973
K090926,dce4f2ff8774a77ed6b71dde15d22f6f022502c3a5cee26d365dce1261b38b57,7351
K090949,19f0fde4aa79c40f6bb3e3d2de2868892ef2104cbd08353460e6eb26e2f550c6,5244
K090981,18094a06f85326e1a8d368c87dabc700939bab2cd9cbffcada14e0b0eb2d780e,8858
K090982,39ca2cb25df5f92095e022cd0e69aa64817ce8fce4573fe4f4150719c42ee8c6,9720
K090983,76d38f151df7611daa6e35cb9e5619e342194d2d04ec7c95bd45042a2f35a86f,7368
K090984,533f2ba4e34b3a2c982b7bc80a50cf3deb4fb742417657b55f38ef4dd909a1bd,6397
K090986,bc26376e0ac20cf6982a4510d453e601767175d892abb7de5c0db1d9686c66e6,9386
K090988,606a0141df4bd14e06f14f4c7d6303975f7d0ddcaa7cb4edadc64c20cf7383b0,8759
K090994,bce8fc8c91b54f9200edce0a7f1431a2827e25663098efe26dbb62712d13bce7,6856
K090998,a205211301a4282d89b4a0808a9f5a5776ae102c3650e2c9c046eb8d315f4141,8314
K091014,1229aa3b7c8d9a275d88851c67f4ed3e318303e8c8a71de7f3ff11d7216a9f46,6717
K091031,f59125249a02577eb987bd8af162a5f8f0026cc72ed93041f0ff5590e94e1c4c,7171
K091041,6c1b931b489d4ef49403396458ec115eada90bb30d68873bd52e9d41944ba646,13240
K091044,df152052138e129848fd87371eb13bb72e778868cf396817edf3518b6375a749,7649
K091058,9e552e531a6e49bd642370788143934490609a1ab7ecf2935ba4a04b6c4da622,6678
K091067,a162b2396d4a4d7998baf2654c1db0893d89f959275d1fba594c271161caa127,10846
K091069,48fc6a78d3898954845e5e786fefdbfb72dad2d4cfd7b6663cbfb689d5d6c8d7,7522
K091071,17124893547deec49fe8c69261b0e2c4988d123d2a490808974283c2f25cd2de,6845
K091088,d5e7e7e0896b6e265f59e4ea44649ed0f3dc544a4164f3b899a874cdfec2bf2f,9700
K091093,02ae8817a161d28c5cd3705c3f3ecf222d13065e112101bbcf2f6499f171e78b,7150
K091094,3a6a696f40006509b8efe5a7b8cb554531d5397a5e02c2ea19d3ec2a0693e38b,8530
K091110,882a73f53a4f55c2861616972732bcb7a94488f76ec8299eae04f0e03400d6ee,6815
K091122,5f7f24c087314ea0aa683d165176a99ac9421b69d60782e8f1c70412d560fc3f,6642
K091134,1aa98c5e552d4a0ae02d46372afde5387270c2af959f70babb4a745563dc8d5e,7947
K091156,9c9b8fa6d27dc36ff9879142552820e2afc1d509f26501018c4caee614a68b32,11472
K091159,97ab164fe749b524e2a2ee7d2082f60801ff84199dfb50734d1d4be11c5d6b41,7464
K091161,ebd8b102fcf65ce1f073af57e1d9d840f45b2c9ec5b7024b25758512543217da,8265
K091189,b698360ccac0176eec641319db5ce540e33718b0c7ee8ada1d18de99e067e3e9,11912
K091190,be2078879be0fd419d651ea4ac3522bba6fe5c33aef66d4099e0182bf13ca6e8,7239
K091193,481b02bb0fcd178a6bd57a9374b149b7186d6536a909c9038db9a88d952222f0,10280
K091196,63f1243ad7c79cf9c5395fd1326d6a870870e30be9efdf64a5dc2e5e211ba226,6609
K091202,61cf12c6c5fed4696f2f3d505d232843118c9ffe444c2b6495e481b4d658460c,8602
K091207,f0792afb91a60eb763ed0025ca69c08a5f95338c7c336e8ad0237777dbd1e842,8717
K091218,0ca4aabe4736db2d9a68c189f90ade0e70f12f1db0198a96d604c01852677ce2,8693
K091219,50d09e2f3b8159b3c8a4709065220d0693067efa41d0d7689096b70c677776ad,7187
K091243,c81ada1111dc8c3b82d4c43db0b2ea149311df3af9ae9b18222ddccd3854d280,5971
K091253,55ceaa8a462b1d51495cb12b27c97b0258447fe5769c4c3ea0fa4cdbc57557c3,8201
K091258,b19be64fde8bacc0ccae23b7335769c747c6f54b073bec133ea0a89d40c3d03b,8284
K091263,545c38b0922de19734fbffde62792c37c2aef6a3216cfa472449173165220f7d,4
K091266,2b5fdaabe4b0fff6ce62a1a76227d12adddd88c6c15f6161bb7cf5af271b9b6d,7755
K091278,1cb5e8856350ab2a6a1b93823cd1a192b43ccd92486a592c3b1baa9db8936bbf,7722
K091280,7f65bdfe763208c60db2f300cf981a28e7c2ed290471ec4b94d6470de7135883,10365
K091291,5724b3a8a7bbe6972811916b106cb02b993bc7843457f4e6bc2d506a1b67558a,8194
K091294,72fcb3f6a8dbdd10227f0e4a5697e4e62d64fbe46b2868bbf92ce46c0da83578,6282
K091301,545c38b0922de19734fbffde62792c37c2aef6a3216cfa472449173165220f7d,4
K091302,76648bcd2a2b5bd9f4191da61ca1e871d5817435dd478150442c72a97c54037a,8407
K091309,fe12e69215cae6fbd2b9036fbfadb0476be120d3d1c3d4ee68ad2eb08f3896cf,7923
K091321,b230e35397c34070a965f46765adab6b997c1cb3415e89519d4b5b173decbf3f,7591
K091359,fe22ce2a2fe3023d3bfb2d4d38b8b50e6c1031e257f800e0f8ef5f17dddc8e5a,8051
K091365,cf057c1f64fa63c988e4ce65a37a9dbbecdea334c0ec4142c95ba10baab9d1aa,10811
K091381,d2813b77c5de99c4aa72bab54782e0ab515ced470f06701bbff8523e2bcbbd8a,9029
K091396,d1c5dd3f5adaff0bdf493fac03355fad05ba2f1d593e88044d542bf3102d6ad6,7608
K091406,d9ec6f2ad5027f9a4a26e2b50d7818804497c9b452cf6d1979e5b4a0a36aca96,9097
K091425,8385c2583c843d34205a0b7e72c118bd4900ebcadeb193224a8cca50653ba9b8,8054
K091426,c8d74614ed724e24dc093df60bbdf0c5944675d76bc8406ef6fa4a13ed83ac56,4619
K091442,46a0b80132deb7ebd3b8027686e4ae4d10611596fc25799199f4c5369255e7ce,11616
K091445,7c370d9536d7d0d6a0f7cd7f9826692acd93e4fb05ba46f7b630b879740343d3,5
K091453,c9bd23de72cf315ed87ec80162249eef24782885f11dd5d439527c8cfb70f348,7909
K091479,fa89d303090b8d7860c7cfb42e67acc1a4f535899d663481d2676d37e2b55689,6189
K091493,391acfed45c6a3342602390cdb0e31e762a9aeb441de3042c274f3f8d000ca34,6791
K091502,c74df421b9c323b6c53d4e39f65f5d92e71ad06fc90676bf2532fd07b713e170,9040
K091503,5263ffbc087640c60bf9c5feeaad09362e52140fe01406c2c9963d5ac6444f96,7656
K091508,96374a9771398fce51df669b39996b451e01487404c9b8a05043ba970cbb0bdc,7484
K091531,07e73b508de79e14fd0125b9cf6a58cc7890baa8dec2ecd65d5f42bfa8e30c58,6711
K091543,f58a7ed52c5f1bdb27eb7ec6db1cb0f4cc9c8224bcca3a18b380a337d2ca9b81,7536
K091549,a4b534b48e807a3a710c0a8914c71320cdd41393e5fb0e37f8f045202c148ba7,6969
K091566,43f99c9fc05bf0043a9a7e0c36f539b8d107b67bc0b1ea6a3bd532365216f70b,7444
K091577,4facecdd5654615f8c76dc9a3bf7d56c125a5c9e730d7f312c92883e1773b104,5673
K091587,dccac24f8741c98bfb17a9f4189aa154220aa016b636d869298333099e8dd352,7674
K091606,c5e0c9f0f2e6582da8441869e296460161e7ecad1fa98c509cf405d94fb3424e,6368
K091607,c085ab13155863f9e903ae46e63df5289fabc9317c56e0ceb0f176d42fa00c49,7603
K091608,1638815131954c2a2052823f65fc10e71b1852328b7838ccf5fcb0764954ceb4,7228
K091609,349824434010c0b3e15508041dea9690bc74b43e7c32e381d7624dec4141911f,7777
K091614,a1173bc7946f156ffa74edd5ef75aa26cbabfd4f401814203cf8c263a9d4903a,6596
K091619,3babf729edde238e7503e994cba20e9663461ae0d42d2fc7de02b124a8790b66,6088
K091623,2599c210193f1f7bb5125bd826914a1f70a300b1546d2586b2ddea1b1587e4f7,6510
K091638,3e191c135bb4baa2b33ca008055bda2ac1221f64a24640cece4151516b7f7515,7922
K091644,bf620412369b647d033d8738e146d93698dd0b25677c6fafcff656b3173150cd,5378
K091686,a48fef762762d5e6bbfe108c703a95f92c15abba2d1bb0a9bad19d8bacfd916d,10001
K091688,130e89a00255d40bba59f06038dd7dcb5565b47b1075ddffbb227bff14306e85,8433
K091689,d82b71c3d32ebbda7d7c2424f4a1fe502cf8a0ac2f454a11ef9e6fffe0656724,16591
K091694,84e29b070a0da5ad63905700938968c08c0d9e5c92b22a55c5018846a55017cc,6262
K091717,bb8de96c07f32813c8d20db6706700ac3c010ea2d0472d100f72a9e4e486b7c2,16411
K091725,bb76e555834057b205dfaefdecdc6b34112c46ac8ae786b9b1d161add7d5df2c,6908
K091743,d37de288fba64f47a90455a3200f298ec0f47b8eb15dc1926f3adb812804348e,7150
K091751,545c38b0922de19734fbffde62792c37c2aef6a3216cfa472449173165220f7d,4
K091763,87bae5837401a3233f4d10fc75baa10afb0221927f56453f5319715d3bac43ed,6664
K091782,f975a392eb2f25b133cb177a8ffe3ef909d6eba1123d4ef7660f7f0680eda2fb,12284
K091788,ce381b8f86c7c38787ace656b2cf189bdd7dd1f182ae1c0472f0811fc06aa036,8626
K091797,fb10ccf75406189b5b78827165774adccf543e15b3d81444d5264742a4b362ee,12544
K091798,1fa96a179984119bc45dc6119b3cade91a0871cfa8ef932b4275fe80390509bf,6753
K091799,86d3ff92b449c557d9af8add2567d26067fc3cc8d010f552a406e53be3f8a03f,6395
K091813,545c38b0922de19734fbffde62792c37c2aef6a3216cfa472449173165220f7d,4
K091844,5a5500cb223d78b8cd0191b24f967393fc4955afbf5069071d28058617804eba,6764
K091870,977fc130754491833d56e81df028316d1f2fb709a30ece2e03e3f710243bc50d,8272
K091873,2680ff5537f53df50eeba9da2aa4abc2c823137bf393ed5b3edcff299007e566,7017
K091883,30b004936f21c353febd3c6196bd16687ca0d9799b6338bb05a3430ea9931add,8381
K091912,027294862ad37918a0d1cceaf9e26a0f98cec8f013979fb2d5c82a673db47579,8960
K091926,ac3d3569ff9bc085bacaa7c40a05104ec1f9cdfb0d2aaa7a84d4d528510ed696,6938
K091936,fcd6fc9aa4bfb574f077490f7d16fa17efd22577d94f61fd9117826b14984650,5005
K091944,6833c88f11651281829aeacfd67c845dc110dc5cc0c4d35ae637c59ec572a14b,8985
K091946,fa57b2e512992e01e62924c1b5627c0443a5fb7e75cca86fba40cbb423c28aa0,8371
K091951,b5d627f34f56cf797cde214dc8c62ceba94575c77490710b351f03f642982ed6,6143
K091955,bb5a90ef97bd8c3eb175ba4a19b264cd9cc2826087c1cda38ffa3cd4df82fdef,6414
K091956,e3fbad296a8409cff13ae542bd004c679cf59c65b9a8c15ef028b44864262f01,8769
K091967,53d4d7832b595407ff21159aa59cc9135793ad50e9d7a26280763dd4b20107dd,9830
K091974,93b432c8239af9de5a1a07f08e1019396cd7543cfd77e9dfc5da2fa4dda41b90,11110
K091976,63c1ee75ca027a84a02a8c2e2914175089be956f9351d9373bd7f63f0fe22236,7124
K091988,47c3ac118abe1dea0bf0a800c377722d0738ac972c889ed4a91039c3cb806bd6,10559
K091994,e580d2cff2bce486442df137b71c04fc22722204384911bb9a54e946e53f5e3b,8086
K091995,84891365b003b78b1da0bbcb25b6a2b4a139cb27962ebd25d6c4e7fc30de431b,7150
K092002,ff96fee892f1a815ad0f6e362d0d8133c40b4b798ba35e4e566ff67262f2df46,6579
K092011,5d60b6fa6b4d33ea0d0824cc6e8b97e1cbe9fa7d7efec1dbe18a8f31dee145be,10022
K092015,399844edb4b9c8db4157f9deb9033c19641a5a4ac17d86bea62ed3c251edf390,7965
K092017,41fddeb123ac374114811136a52029a82c0c708f3ff75c5c6735225ff032a1e7,7381
K092038,9399207d1cd423fd5f1922f0d20833899877682b0027a25451ca3ed9eceabaee,6281
K092046,8ed2b66dae0f0d6077d8b2b7dc93892346bb0a128f96f07e81034e354cc3b2b7,7250
K092047,185bbc13b3b7579a6e0d00fc24767d55b7091a8b5c4c71382ab22793b2157f61,6870
K092070,fd389f2e0b589b8d6905779cc03470fbe8f367b39f6ac4af1176e405b9e57e0a,7835
K092073,cad91fbaf01863a073e9df6ccf17d5e1b3d60b84c54446a0bf6b115ec499dd68,7951
K092076,4b295923f8ab4418c77188e9f9eea4c9d4aa659516d5e787bb44ed6ad9ce6eb5,10068
K092078,c63d807682a7028be4c45e5fb1a7b7a3c7402e845ebe8ca141f4bb32fd148e19,8580
K092098,edc07ccc0d9027212ab5b9d639efd47bfd5e10bf7618b5933f4c62192e21e8fa,7199
K092108,0bcf9d027bd8106c86361e48da7cb121e5771060d3d76e72f07cb3022c0a6129,6437
K092122,90e2615644f0b8ba5cfc92131ee52c878034a7e7bf67f76164426911ab010c37,7596
K092124,8e33781d8de43999121c8835863d56b7fad5f9326d2b3fac06577ac250e6b527,7776
K092128,277aefd685a66cc3adf81b299f0cb8cdc161910e64f954e77687885785b84486,7459
K092133,32603efb4653ede7351b439ac4c7d3698e318bbbfc6d6557f5ae6f6ad8ebca64,8532
K092138,d49538eaf43b6a1eb87d3351e717470e4c5d521277c04797c1d3df1dbd2a9f39,9648
K092143,4c61ba84d804f83918581ffee77f07810ce38657cf4afe4dde2ac419415cdb4e,8490
K092146,d3d7e474cc56bb61b6cd1a28f69d3417b907a41b3356adc36d9abdf113fc11b8,6746
K092150,0d11fd4b5a2ce5c63118cf6f5f055cf8611b33901f102185369e2adf0510cad0,7077
K092162,d54f187976736d855ab40254b38f21217c7228201f0e441418dddec421aaa699,7002
K092178,171f4580ae33538a997a04b72e2d7444518c9c2e842b5ec6e9696c00796a39a5,6761
K092189,9d8647e7e9d720f21edf2cac466e4fb2d39953026059eac1f551959d8d8aca1f,6186
K092190,b4d40ba463bdb9d0e59e0070939c25f5387fa8b715211560cbb9ce7bfd54364f,7313
K092193,3910f638c5db6e26a30938cc82012998d8b61e766b51f211f5d41497edfd0419,7661
K092198,28fba48f522873bbed8a9086b6d9733fa5ae798601a28f2f1f28878ab1857ad4,8989
K092201,eb1dfbe1b873cc44846fad41addad852955d8454cf55fb2e98a205db7dd5eeff,7672
K092211,545c38b0922de19734fbffde62792c37c2aef6a3216cfa472449173165220f7d,4
K092234,e63105371734feb4cc67a8d0f03e82afaa1630e528d3a85cb2cdec9043ceab97,9847
K092265,d6eafdd8212574f6c60a927e87a2aa11bd31aa6335abd461379cdca14d6fcdbb,10517
