k_number,sha256,bytes
K213644,c8c1e1b813c42eb969d3d81feaaa9564cb09833a987cff0749754eaed200f76b,15451
K213653,078c9dfba660faa14ba59a80c247beedbb88e2a7beb80309666295351ffbafa3,11861
K213654,b9296a6d2b9873fc9370a064a771db06fcaf2fbefed832cc448bb351bbaf5609,11722
K213659,29aee68036679bf2b562e85b51e63e26adb4026948c462dd9907790ec4d50cb9,13254
K213667,22591bd4c64c4c96c9e737dcf5f3df490851bc6de91909acfcf8fbf9b2b0e35c,10055
K213673,c724ad98ba8e1fc9c3b22bd30a92817e7271c4e5acd5573ef5f57ce3bdfd538c,12951
K213675,6c78823e6099c6c6189a349692f9f7f71ca86121b2cda51aca43496865b98c4b,12315
K213698,0f06ffffe22fa18892470d599cc6e8afe96738adfe4e88358739bbfcb3ee3e43,9370
K213701,67a7cb966a169221b1601b53a8e3beda7bbc19b3186f2752de6277d2e06089cf,11615
K213712,20532d5de89a418b47d95f11532ed7a6d0287255e522f041325c1cd72280e51d,10460
K213750,f0e6ae76bf1e488d91bea085645a6685ce3c58252ef4d32d43ebb503a1ab4be2,13897
K213755,db1e0b2abcb47d961add191cda9b50c8d3ef1c1c4d5023c6fa64d2761de4499c,13467
K213770,be06a70901e516211d6792925dda408f87b58d45f69bb347a172eec228e7c628,10806
K213781,b5e1502c6fb7c218de785740735c7bd72200de3b94b254e29587f27c51c0cc1f,12915
K213785,73c5e3c6286ddb7b472c997f91f0b668aa68d513e1bd10b0d29e7c4ed713b97d,19259
K213791,247fe2284259f84ded4f20379ee01d4b654ed59b8801bb3027ca2a6b3f7f1d93,11032
K213793,efeba2ca951b1c9d5024f37cbcb01a2fe9ba8d6bb31ed4edb6066fba7bd407f5,11782
K213803,e336a8865552b36ceec2ac048423a2ae03eb43c03fd9d42cd56b85d14c8fcbfa,19522
K213812,0feb1022b041a462ede0ab005f4e155f77049927d1d612947859803522a6339e,12560
K213815,8301aadec333dfd1f466923c039d47a6413122178a7238668552807090a2b147,8671
K213816,5f7d37a81219cb56f38d80f94c602bc1a21b8cb23625810e8f422e04e52317a9,13266
K213817,62e098e745ff2c60fc351907f100c2df0b8dfb81740e7c44474ebd6360756aa1,13828
K213820,8a77dc6ef090f7364e7ac46909b122e6f8dee414c87ee0168b8d2fb3f86eacdf,10769
K213827,9a856d75c571dd3fa3399854a73335088522e136d25f8873dec31b5c9012bb52,21965
K213837,e1d82c8e6468b8e383a996d98b72fbc0058cfed536e163e5634983f907634821,16562
K213839,6cf5ced17a112e150fb0c99b36ff2878fe037982a78fb584508dc88af0db6c9b,11349
K213842,ada1485bd636ec5841b010ad84a7ac7b95e7783a4657df190ebf23ffb20e223b,8473
K213856,246553baaf1b3b6d8847dd9c343a20b5e1f1a97983f88466c81eba7dc9ad8d4d,14207
K213864,2211b6bde98f5096ae7b59675049b9cb4f8ecd8ad88d3dab6f44bdfc07b11ffa,14056
K213871,6171ce4b114a4004a0da2a9cf213c337e9a8d1da9daac2d7433ae25103d5312d,11836
K213874,8c241d18a7a948651afdd281e6095091b6f708bd894ea0d43b728ed520a34846,10457
K213895,a2668aaeb8d42a2cbb1f2e54e26eef1bd301132148ffdc6dde2f20119edb10f8,9682
K213901,4f715d880b2ff678918e3341b15d50ec71970e63689d2a8e47745f30737fef59,8543
K213905,63e8c8e4848193dde5c1584c9029430aabc15bcf15fb659b20fc76434b4f0705,10501
K213935,0ce322bd2b6ee981eeccbff7232e4ca03163f62744252234bc2d37a8d6190e15,20286
K213951,da36432026f8b28762a641c36aa9686f8a2a56b9d1050458be93fd5b5df44617,10597
K213958,01f2dfaca641cf17927adaae86c542e5a36556be054598e87696dcd2b170c183,11793
K213959,4c92179d69e4b66c02d114cda5035ad0f6d98dc48dcf938433f88d470d843b35,13237
K213980,a94cf552c315b41e0f17632474f5b5c16b22bd2cd2c3c864247aa688c339b0c4,13482
K213982,1967c8aa4c603e97563b645c28cd69a0c9c8bc5fc0b04f940308a2b57d3da3d9,8207
K214001,c9316775c2fc9276e8a07874f14dee5d48563e6ee3aa5bd94e721bd5e9e8b81f,30564
K214006,dedffe44089952409be61782c9a888ff8a61299ea1002eaeecfcde4e7a14ca93,9473
K214010,05e019fe535f8bde6e93f562b880db339ebca0ee257ce4b6328e1564ca27f1fc,19419
K214047,259fc905ade20cfefb9f75ca94acf57e5862df18f27fc286c4842fe9b28d2179,11996
K214123,8e8d73287d37ad3dbfa3892e1ebf171d240f4ece4cff0d46d1af1558a2a9e888,11250
K220025,208617ad9d5748c6f6f44760276096cb4663763559b64479fee9e7cccf5413ad,8769
K220049,76413703d2b92d9e3f3d859a582bf60b5f3e8adef932ed7340a6ac7d2448aca5,10014
K220096,dbcf147bab856b2d9ac8a873cf0a3f4f384880ee1ca5e5ea07d56aa37902822c,10056
K220115,6a11bf3519d55722b8843af77a6fe4ac20deca19719dca4608cf325e1496afe8,9865
K220131,f2aca4c4b6cf63dd1a2123f3aeb176f4570a295fd9a24acc6a40651c01ef4e9e,15561
K220136,fa06228454dac0928ba5f8a579fc2583cecd332eaaa3d4706f32093d584eae78,9076
K220142,b6500b81d6c6c1d1f7d29e14a75709c6cb93e495948e42d2542ff59dc00fde83,9439
K220147,e6811bea7d60b70f0d3abdb14b779322106e65f7b57c068af2b8834676a9e88a,7952
K220181,8ac803b7e32a474d7e37dc07834dbf682aadb1c71e8a5d4f1bbb32fbd52ce890,10927
K220182,c262494bbc3da1169fe8fe260c6539060bb68a21a9019969e1930458062a97a2,9917
K220190,d65e57e627babc4b1518285928e1485fdd38dd114caf585cde9197eab7424c71,10406
K220195,5790dd695c804dadda2c175b82b368dc0d81fcbc047f2c2dd07ea2f9d2371c1c,15659
K220197,ca1a1baecac51e3766c022dae752e16612fc5e71c6f3657299ae0ff5cad7850a,9836
K220199,e558a6d9c4b3879f215cec204df29ff34f0523bd6acb39fd18ebfd0faa45ce3c,13843
K220216,b6d0779c6bdb5702b3d70ac811a7e13bba4e40f685e1b1dd4f5157b3b77253f8,14691
K220234,3ffa686eb0dee53072b7f9d9bfdaa3feeb948f6053179d726a0b44924c9be4fd,17849
K220244,adce4ca84815c6985bb5b15f7866887957df73a61b546650cb96c49d99e79ea6,9569
K220260,90206c36119b919fbaf371fc92d3ba7083862c7f7440da50a7cd7bea258defb3,9660
K220261,90d6fabebb595ebc6c7a51c556295f4a93a9eb3692b606864d9ea3481358974f,10776
K220274,736fc32118c2f27790a23e194e625080f8d57839fd196d5ff6f780b5e9ce8dff,15124
K220275,72459c25b837b9924b98aca36d4e9d184a0da84a9b198c488acb3e7d468c922e,8066
K220285,00b46788d48dc4e21d5c0d67b688da603002117f5b5b5a14e05bc4d2f9ade9e8,10235
K220296,3b780a290955a46b171f21aa956b3b0f399e13b76095a9207a3a6060020fb174,12273
K220319,f3248e4afa7d1bdf40626a418290a4ed33354e1a878bcf2709f44e0dd84c26bd,10395
K220324,93647099ce81ab39a4af742fdc6d7726747dc2a686a5844187e402393ea20165,8093
K220334,110e0f42dec3016ac450d7ad28be446d02294c37c41ef93b242241f2ac9cafcb,11469
K220336,62bfe898baaa40dbe99e665bca99a7d75fa8e44f6a0e012e3efb4cf880af783f,13041
K220337,caeb80cdcdbcf2f46896ba0c0ca751dc90d2f0803a06f165a2355b5654fce239,10367
K220341,704e7efbace013fbf4617e978b3d38cd59f5e7b4d0a90fae47189f4615c23577,8488
K220359,f00e768f2b273e3ea3063a59b840f8e7e2e4cfa5f8751becc38112db816ce992,10991
K220374,8598ba996c13b6eab5a0e4f917695419838789a7fdcd1cba0e09efa9e78bce06,11510
K220376,f60f6f485c5130d46dc288b108197c5849000d77222f86808dd606375aab3f59,10513
K220379,b57e920a0c5016ad751bd2288cb9f869a95258dc865d69efffdbf27ff0a291a3,10427
K220405,6e7cb01adef1d8ff0d0f549c1d4cedb1d4786f250f3a4016f84c5cfba54471ae,13940
K220413,233d30cece275bc4237242849b6c36644d1c7acaba90a356421648a35697cb6b,12619
K220418,1ce419d0d85011c0b4f602c176c959331c8c78d41f3a8137195ce92d0177ee8a,11605
K220441,e0115c0f3d15f541e313e9adc8fe1aca515ecb653831c36a6257e6c9b48f1b68,8503
K220449,80c8ad22dd8f1d7f6745a99ef7af1a6bb613738036323d91ab876a392a3f40d7,11184
K220453,22e48e8bc1df6ffb61976d81196780912aa741cf098f95aa26da4f82bf291a77,13570
K220463,12d10161ab01854a11e5bcd85551964dc085a083c7844bea5465a6b02370b1cb,11238
K220464,77644ba164d1043d22c5539c2b8cf4c4a21f0b2282ec0d4370954615d944e99e,20695
K220468,363ddd43c74caf38db8e6cfabc31c2ff0aa880ae8172986bffda2fe465b8a634,12321
K220478,047474782f170b44137ce204418de7293587602dcfb0f90b136eb089f50a7d88,16769
K220483,a3dfa72b62f585eeb92d8b083b138f8a19eeb19924c3ed175a46488029a06616,9148
K220486,6e9caadfe22e8aab86ea10d7c3ed9e05c6307cf696b917a44a38a48d9595c79a,12358
K220492,c4b38ebc433be3b9ebfe8b80d2899f43b49d06035016e445bb84001594b4a813,13031
K220495,c1f3af27c69d1093216b8cd638994ad97403510d3fedf447fe786f012a2da4d6,13540
K220511,f12578f1b3bd85defe0455d58438777621533fcb97bb03facdecc10b4a8020f6,12474
K220513,ca701486f29120eeb500823d542759c8638398610456b52138c21448e7e9439b,16136
K220523,a042596cfcdb5fe313909ad480784f2b0b42840d7f70dd3d3959385f9430e8d7,9428
K220570,7bcab48d4f93360bb5d93caff77e33b248cf624fcd6e4281ce8cf447f90e8074,11204
K220581,f3f130036ca96f0a53f6a108ce29d46eff11281caa137ba73e3b67fa3b6db965,11581
K220610,eda8a7d6067210a7de00f1904ab4562231454bfa8d868c51ffdaa7f35aedadac,11881
K220628,c088f51c11e566af6a3e59ed6722157962d06bc8cbdbd998ee9fd7671d02eb42,16679
K220650,0237e356a6303359ac67b8a888f69ad8a3f3625c5e75e1257fc087a44d9add4c,10146
K220655,4e23de7d3f0dac1f44ac7fa8867f3185bf557e2c088c9efbad3615e1699f8241,12094
K220658,1c78f86c663438bad1783fa5a9a2da3c70778ebbc2d5dc2e6ee7f940e099315f,12414
K220659,cf44f7fc678f70966cc88b883cf2c2b149f67121bf825b5cc307d10bd3002e11,9077
K220679,fedcdda0e45a41074c0bb617a6c2e5b62460a6f6fdeff49fcb041525afa97d85,14019
K220696,a3f9463bbd6be8b844bf82c4ae65329a98594d288c1aef12b66f0a2349009d99,10648
K220705,22f6d6819f3c73b24ee92cd85a71ce4ece9b6f100191c3e8b7c8f00e8eeea1a7,12141
K220711,df86d300a733fcc0c8cff71b070f3d7d4dec519fd83a4a4635c74fa858461830,13822
K220723,5a39a68560e61aac49aadb1ec45af4802c6ef88c78562a552cdfc14f7502d517,9060
K220724,0b39d9fe1a540210c7c2dd11abecad3c2ab0ec0cf5d4e71bf2bf898a9a73a591,23655
K220731,8e412868afe4e335c547faad4fd7a221d2d9737c2b2edba2dbebcba3d562a663,14253
K220737,d5dc40f44191f1ed244677347c67261a9e12c7fe02626c9ba2804688e5e1ade9,14890
K220757,d3a7e99f8133c58a4fc6516ecf4f2020ebd8c2cd71567f4a64a3247c3c6444f6,13570
K220765,d0b6e3b907c74196d1a3e9f8a53dc530c6674184c64307530cd6b307013aa1ff,8826
K220782,9aa7b418ca5536195292ea3a53a2234837c9f39010a4b8cb6975af5c266ff61d,40533
K220792,2ce9fd98bb77e6b7903e26017c097811c5440e1c6fc8f9a5d4ba80371c49c358,19258
K220797,c18656c69606909d6213f7b2ed1924f4eab87f7f82fc980554af26dfe6cf6373,10928
K220809,2bfb40b12c058bd67e66f75595eddd5fec7279f4c534ca4a5218a2b2a15e24fe,12448
K220810,be2af7d4c065fded00a05b2f0c3ad78dc8ba69a39aee771b4c96adc2b27f2341,19629
K220812,af0809e09482f5f54ff3dfcf2a4daa96604e383054cce4ea10835bd983b31bca,8970
K220833,8d4dea477ae4541c359091e772f3485a959fb467168eb90dc971e4001c87c089,23072
K220839,6c078d069c0b96ae1eaf7393f52699aa3678ba9216cbe91eb9ff09a3a2505eaf,12936
K220843,ac4c3cc8c3209330cd22e2151c6658560f6ee37ad59ecc0a8a3ce2952bf39032,9926
K220847,52dc72c1c4da02267df1ba459bc1f1e6c02d0309031cd3f2acb87cff4c599a49,14844
K220875,7f592783dc257e1388d745e8e26ed6ade98519b50ec3f8d3dd98f7266d38672a,14648
K220892,89470827f6183eb16bbb9b933795025bbc2a3528f4a2187169a635b2e5f01617,9165
K220896,dee93b14a846e963ae1bc591d90b0fba55544508c1b283de023686b70dba74bb,10702
K220901,79d1d1bba848570fca9afad939882ad97d4f97b800dc9a37c0b04289eaf34346,12653
K220902,db5eccfb8cb60de40edc8af42b4155fb9bd943d6a15dbdd97e1c05312ff8eac0,11135
K220906,24f280b611ec8e2e35de038383d97b807f73208ca4c38ca883388de5c63dd72d,11130
K220914,10b55e41100f40cf9d5f5519b47c184f450779748aaf5b42dc757e31e7e78718,11478
K220921,2fd9f6ae7e83a8c4b6f526e2cf9e0e6474772ef5e170407bc4008ad2a5b14dc3,9958
K220930,972320a2e6bba2cdadf6defdbd3c1066e8b55494180ce08e274512f1103d41f9,8704
K220937,3a0a011c88b4c70c305859f9d981e060213aa2721e88775e8991c69d45afd6d6,13197
K220947,7ca27995f262cc729f5360362ed8d720807e5d4865b247fe9198399592892281,8738
K220953,72cdf87d0243b8e2bc5caf8dd649c0b942a8c454e2b39abd2311df4d57a918df,11687
K220959,9619620bb0c425c4414ac3e81c841993c1a1ba82f8196105feddda6977f6507e,16754
K220966,74639f94a66886c57e3a78a43c74c1031a5cd9ca881431af27d18007588f6aff,11424
K221021,a5611d7794fe7cf791247650a56c433c3e4cbc58da3681c6270c2896fa0d2125,12778
K221023,19119b2b870c6d0622f9e73b3a71f2cce0c31c70e6d401066bfe42970459c9e2,23173
K221031,6886afec7e4ee720adc7e0f1fb2c68226f2fe18b76008d2d4b5154d9b88cdafa,16227
K221047,81a4f75ad0b960e23025700bb9b7a871264bf9f5bce35f792d487c1daf679ddb,8407
K221048,9160d9493aa47375165f7001d9ed149d25a54b1410950bf7c43a5bd521f7ee53,9778
K221049,d1f26fa6ac94ef23478e9ee37f2b34189051711bc80d487eeb7a5e61df6ae8c8,10158
K221050,c3016506ab77fec33eea47dbce1f3ca7d95b53e5a705b1a3221e9076e58d780a,22216
K221053,20d972824fbfa3bf32408e455191fa53c5e43afb942de19cc6a398f5181c4376,10525
K221059,ec03f18159ddb445ea378ef6273efc0159e1f0c4ace5c0e7ca3df41eef864fdd,11842
K221084,d9af864cb5a46dd639dab5b2ebec82111ac401d29e6a9c826a0dba4e7990f55e,8086
K221088,7af8a1f7196fa2ff4e017c6c6aea0b9e9366fbedcb8e0d40d7c389ce3ef031b2,11772
K221090,86214d1b6d2817e77d4e0deca3020528c08df986dfd03a1131c79e084e78a0a1,15510
K221099,32b6ad3d59eeffa0e8f09e0dca99608f02f06079e41e6eed701658297ee2bb2f,10485
K221104,4d9e4da0401a499c947167fb6f784b888ce1f2c6f2a2d8824818905fc3af7803,15043
K221115,56aab80141e2aa34a5eb1f60221d409fb3edc5e6c61b14c383f79ce54e3bf16f,9415
K221128,48a489de812110ea034d5d229a283ef156a1f27c1b229924d196973f38e39ec8,11958
K221135,ac9e7adc9e8c4988e69ca37f7271eb3d600faca6a1996a982c8076275cd7485e,13676
K221138,8dfaa32c583f6232a5f710f220ea507202686767e94b9d3d50a2b15381b3a51a,12439
K221149,0157007fa5e87980c08022ea39bede21e63459f1da9ae1eb372b95575cc4a98c,10650
K221150,9bae9369f29f39716b3f3b8f78f3aef998f912463597ad7761c3134b4d446115,14536
K221162,a9b54ad754ea79daf97aaf435e2fc295909d357c0a7f1437f13cd75f88049ab4,10866
K221172,9807208fef8131dc7e664a43fef26dcda31bd133d7858166fda588ce3350211c,11469
K221181,7a91469f79197c0c7a580519cadb38470abd56462dd1a2d80bd8884b82a62a1d,9990
K221182,536f0075d85508118c87d320131649dbaed6286b0e194e0eec0415459edc37db,12105
K221193,0b8073a5ec6ffbbf7b788083a468fa46b6d0d8e155a80945d9b2ee4732f73a2a,9801
K221220,e28dd261083b413f1f2608a97289356727439ba82c7b0269f37616264334979c,10795
K221221,689df2d1eab57a9becfe601cde9c4670c33eda3562a1e508d454cd845d443c0b,11556
K221232,3918ba3a526a7c6b24f9666e73004205d1029a58d050e70c494000df689069c9,10618
K221244,599d1f893704e14f7c28234a7de271d35210dd6dd6cbd15826a9afda8a785bfe,31583
K221256,79ff028393f27f01ceccf979a4b96873e8da05915d91837eb076b4cc70313289,17390
K221266,1bcb768ef87c9725877797b8c30673f9a363f7c211e8c1b730af7afca7ef7ff1,8487
K221283,56e8cf905cc71278207ad5982465c8ff42e0e9aadf0c36c571169cd9b9194946,10347
K221292,66e8c4f441f609ea665cf51fdc9613431b4012eed3b4ea3db7e27e99ba084668,8774
K221307,5fafd0f8e6e5c0ee8b84175cabc8f9e74003f16498368ac1015057ec146f7299,10939
K221323,c91174b8a31b5d259dc3a96915b17b77b17c0e841ad6fe8184a284f668acbe3b,13376
K221324,bc9a7abcb9cf23747b5295e6f13113daec9a7f86eea9a8a105a0a55b1ec5b8b3,11639
K221325,7f83d17de2c60edc58550ebd6446da4a4fce41be47b0c4fec7caae0124d2eccb,11149
K221332,1e3bc1405a29039b620d2b874a5653cb5b25d1ee03b2ab3603ceb518e3d7568a,11573
K221333,371943047c9d28493cf3eeb0da8b5afac943b2b895e0702e5f83ce971b411bda,4912
K221337,ad3c7d5c71fca97bc6e738a0550ac4e488f2a791562d841b551a5c11ccd28307,18684
K221342,db6e91ae4863cd2c716fd230e0d7eb5413145da82332158eba63a5b5ac809513,9843
K221346,7e7871ea7f3e7ae0e72f6cfaaec7ff232e19b6ac3ddfb4932f895bb73c8da37a,9288
K221360,3f36cc72ba94a99e660d7e43a20bc2b0be671b65bc9e3749f00065b1399b6b96,11228
K221362,6d15d678d115b83f373f07cccf20f7568e8495472686fa51e9db0be02ce73a6d,10773
K221364,7de347b610b6a1d86940db8b88e7c61df04c8c7cdc31f0fd7c503fc757c6e34c,11834
K221366,970f4a0cac50c9e61dbc7c8a19a44e149f229a9760de8f3d010bf3a297547f94,13254
K221388,8e984d89c275bd24ecdfc2a8c992872f67175cc65cb9331f09ca9394c839c2ad,11838
K221389,35892c48a89503a58d707043a6f848763c6274651784d02ff05354af521bd911,14787
K221395,5c7935181bec2be7fe96be88aeea2d0e499a6b6679e8ceabc440eb344635ef9b,11078
K221396,2328133f1e7878f81e9bb4cecfd8d3e9edf6ad21463c1a83a097bf535fb6ea98,11902
K221399,4ce096484b183d1d24d13c4109cf113f9553deb74873c9231b94f6f66428a71d,10733
K221403,4b61296ebcc60fbecf8e12ed8a6a338363b9955533f540154359a67dd8edfed2,11929
K221404,0194fd20be0dea824f0f361f7c8eff198d4a0bdfc3fe77acd8040bd2b0953241,10899
K221412,c5bc2bf2a6f6680c3c646ac417224c2e38a860fb29ee69e88287d7f4b4e72b94,11658
K221447,e82e8592ae7850e2132e8a8490568f5be65871293b91b9985110f030e2ff821a,11710
K221462,a902474a80aee32b4719cefa84882f9845dcde5c1683717705a9bf2c79377a68,12889
K221465,835d0b8afd178b96713888c87bfd4a54c30462a5edef4d027f894ddef85ae84f,11167
K221467,474db415094de8a82c1805f87577b5ca890747db54bd5770a06769008fd554a0,16276
K221468,cf6466bad7a47d1fd961623b3b4cee813a175a735134414e6345ccd44622209e,13763
K221479,18053a09de4f57337c71bebe35f499d468dc62eea12410b8ed57b35611e54d9b,13633
K221485,0a69cb6b0dbba886589d066adad734c02a6ad7bed395ccea988f17e64f22bc54,11378
K221489,0b169c6f7c901df1b873695b73559540cff698cc9a04e750c3895777e3b3e42d,9485
K221490,a91985600973ccd1a6fa05cadf61340f653705f14a50cc77a35ebde931d07288,6281
K221502,930d99d14f4650949985500267749a27259fe239d168707a58c1629150992180,10202
K221535,fb84b12760b6c66b2e6cb0509de13a5ccecc4fd93db33b7a19e20115c78f62e3,16738
K221542,8ccba73eacc67e4e72956e6fb230ae38cc3a3bc0f3a57946c48d3d334eaf2d95,8178
K221545,2e566d43f8efd40393c23c82cd1434fc05294168eaf1725ae16357236ec1fc55,13971
K221558,c95ce337168a1b5cb20872673a8bed46b926c6b319e5d352d149dfd7d1ba4895,11577
K221572,aba1f61027a97a0fd2983b926bc431c25950c44cc33ef43509832e496ced49e4,7769
K221578,34e61c81934017ba072c0b0bb1d7fad30fc0d08da6b28119c3a1918120afd72c,10536
K221610,c954123c464d443dffe7120e2f03a8d974534fd6a006c11d2915737d8104a7a0,10267
K221621,17a5d7310b5907473ba90ebb5cbc21155bd7859412c09e47bc3fd147fcc93dce,9111
K221636,6cdedea052c8dda747686cb7bd2c35b0f4a225a5680741b4a67cb654333eb917,11145
K221644,b4d68095233822d620e1586a1261c0c519cf9919fd6ef38d60117285119cbdc8,10401
K221645,79e389b376517db7c11b1bd423574864f7cf076badcfebccdb4cfc6c03442963,10545
K221646,a199fb20bd43d3f9b15548fbc788130cf957b2e1417bc160877f7fd3ae9e628f,35818
K221675,09fc08834f1348c33bc83392853c8ba57f054e962949254edd5f470e825326f8,12225
K221687,1386911921d38c7400588100d1defc0f1b2e7e9db52ec80a075cb9fb922ab5dd,11781
K221697,3b437c15a222ca0da523e1e38a302b4ee411c51564f058061d2d584d62a96c62,12733
K221705,f4eae90633e84ada13c07295a2250b9ef6e9a18594dd715308b01c1970ba49c2,10874
K221719,cfcdf7a4e869fa19a8e950793a77048e8e7d6076ed4009f2b1bcb88c66b33175,19895
K221726,2609f56bb6b31bc3414c16d78cfcf23f94de639b4f6e4046265ae8a6f3c6771d,13800
K221728,858b3816509bf7bf29babdf258715f8c98cf7bd1d14d05eb2da4f734110ba2cf,12607
K221731,e7b34462158c3e42442fa8486f259bcbbeb56df41e0e248f129a97da26d07ebc,8575
K221735,297f05e9ba9984d5897e3201f3a7a88a9d7ff271f610ed1b8e0e4136bdcb23ed,13560
K221745,302ad51afa025ad4aa9b3cddde4567a0afa6ef939862375cf7246b8bc288899a,10799
K221751,547cd3517822b25c573940e84de661a44f0a77741823c3999329f266ac153b9d,10808
K221758,4183ad9e48eec870b329f5f53c722c4004e81bb659a510fd0b6337174928ed03,8823
K221776,9e01fee64b6f2b743f51669b21d6a1499481ec4c3c57a759d1e917c1560bfefe,11826
K221787,69eece8ada6fc48ed1ec35d656b44483c6087dbfc9a90a2919567b11165c171a,16064
K221792,e82d54b3d3fb525d4ddeb61d66200da6173c8c8147f9ec57929fa33aa9011034,18321
K221794,a431e62f5d238a0aac96e532565935bc16f9fdedefc60c9e5cbe72aa7e47dace,10936
K221795,2a0317570047a660597d3b4656f7ed5dfb1c321131c1e9ab31c5fb6c168d025e,17583
K221806,3bec22bc24dc602c5796520e4291362ef7adca68c05c97b365a6cb2e6d273e46,11715
K221809,eb59c0d151965e7c690ad6a38efc02023b0f6004eeed1c0f19f77504b0565aa2,10678
K221844,cb05ed64d287b2c5ac79377573c3a88a98f1c6d1701b6f104a9f82da2c9e1a81,10784
K221850,03012f0671d2047aa6499aeb8411bc2a7134a5e08cbea80673fe8289d1983baa,14344
K221858,4c0e0a6f83284debc9a5135d1fd49d02e6c6559bba68eab9513a0002835e7107,11193
K221894,b1ed94decf14a38c0032704639ee0e28e9401b4dedd191a693e655ad0abcd58d,19639
K221905,66cd3a686928b88859dbf2931e38cbec0117d37c13c8f214a64754f2813455db,11032
K221920,4165f7cf4e8e3ccbdc3f15d31d7634e64cfe4fb40f8d9f1c7ba6319d439f3bb6,10418
K221926,51f2181b935f4b6ce50f7fb4032c55a7b40ba88683eebbeaf71b01524ee83078,15215
K221936,bdd4fcab4fe9cbb79e3da989c68dc1ecc7c1361ce4190bf9104fae87382fc20f,11140
K221938,0635e3c37da4f50b647d847180fe0761a669f1a674cd2101bcf4fe531528d9ad,4928
K221939,6ad181e3fd2e2a20d3a53dec285c717f732e3158702d543fd1b32a28fe4a2028,13298
K221947,fb400912e19e337c3e89dc7019d06b4efd0bdcc1770730044fce48a4637172b4,4961
K221968,fcfda854c3f6b329182a063152e37aaa222d50289bd0c4441eacc3df3d0565af,13164
K222004,5a113e8e27e7505c26f968ae8622e7cd755faabbfaeda6212a7c934e85a5f961,11843
K222009,030436d8c5a90f8e602f126ffcdb7194e53ec931d6160956e11b376d997cebbe,10557
K222015,7528929222cd668176e6e536c95514c42a2ee462e39a29aa9958d83cf9e82330,12475
K222028,a8c2711a006c7eb5deb9a2e4cfe45be5bd4083fa966516c1a9f2a2b71e7c7122,20883
K222031,8132bca5b6ebe7057106b1749a88e70806f067960fde0d0aa533859002e071d2,11048
K222041,df2285cb61f114de018db15d61f3940a317a6eaf204bb2508ad55174f703fcb3,11826
K222056,0a33fafe239dcac473d534011d340f5c519bdcc2a1cd83fd1fcbd851f37981a1,24945
K222063,5bb5b9c3781b3a1a6639ae3e3568f3c5f06703bce8fdccf302f6000fce9e726c,7830
K222066,c8cdf93aa63f7660f85fb3c336b3aebab4f15fffa3f840e819347889b25e4b7c,11380
K222082,7f2f0b586c9a8dcc1d57e312066f7b3b82a6881eda452ded8d9a9209cc26bc48,18278
K222091,7d7a17e005ed710c300a68f169415a6eb6fae7cad55614429f692124f4f3e4fb,11013
K222097,825f7c79a71cff5b05cf12a9778ded0e06f453aa6371c28bc9cc9d7c657ee466,16381
K222105,64c75cf444d847f9358bb4075b54a1f44d554ff906b823c24cdb46c2b8025ef7,14635
K222107,58ef7f3119d648f3ef8a48c166da953bd4ae3f85c2f0ed56b7738cdcc27b2134,10747
K222110,883e651ca221ccd666cb2f4701fa4f23f9d00b1e256a7c0a5936950f5a77acfe,11670
K222161,93858ed703231786ee1027882dad20bd3d63254b768c855ebe2ce012e002232b,10755
K222169,57513f3a4c38beeee860a1766ee497795d6728c07a75e946fed3f3c6474272dd,10914
K222194,230eb64f97695e8775bce4e871b934a59c78e38d47da290f474bb85760408aa1,15215
K222203,7b40a54ccd0d22e252dd755dd9d4ce3433ecc52f7cd32f1b621cc97631abea3b,10784
K222229,71b00bf18a710d01770a641fa5ae12a203d9917f5a8953e9c2cecd21e7ad9a2c,10579
K222244,781d15f77c28e7b4cf5ae2676e0f62c074a8128f5405faef0b3d6aa0ab26e0eb,13456
K222256,5ccb6032dadb9615692f5f7b48d7efa45d93e08b5ef7e78663b8ddcf1364b962,16534
K222263,d32fbde281054a32d74a97799bf6ef0e115ce2c8a7d80109a01c229b7cb7860d,9636
K222267,aa29ea879e99b86505db9b974057d6a3976328ce3408b6772edf58046ead8ff4,17209
K222270,a3fca516256d4a8ea2b79a0cbf8db6cc00a11ac7baee76621f048d12fdc304c9,26718
K222276,e8668a248db9820e90c4f6ce10c0c64e25809cb64e0599085ab398dc4da899db,36007
K222278,d41eb9c9b1c6400fb7bf46a881ae89b64475a6120ba12bad4f7df736541af0a2,14409
K222282,69cdef242458071b50d77f61ae9a907f568785945998c6d5e118acf748150ee3,25726
K222296,3ca56f9a4f2ce50593a7cbf0a79f38d1de4cb8e5d0fe558566e2681c39cc0ebb,14549
K222309,556c5434f7a065942f8ce7d29209c88087d74973e676c9fb2fc46d64716ba6c2,10552
K222317,ad0550441bb9c546a2ff11be0d0620e5d3a82bbebd8967fe4724c0015ef7f129,15026
K222362,53f0025e2a614a6e12d6543576d12f2a6bbce79af40b8fa171149de402287059,7612
K222380,57fe960fa8726707f2c3c7e7b81ae83cf371336d64c818fbdce567a84f58bd20,11918
K222381,ef5dbd2b66fd2d9b6bb68d04cb3c41f608589254d1388c674d5c8a799a9af08d,14993
K222390,65a3f6c2a3a4e0a3d92c209bdb7dccb05dd939f872ce07b3eba0cb048c7d05a7,6533
K222397,fee54eaba69ca634a1ad7200bd097734a3d72018aec88fc14a2bb748dcf0eaa6,12216
